run_id,path_id,fee_param,xsol_param,depeg_event,run_duration,sol_pool_activations,xsol_pool_activations,total_pool_activations
39.1,1,1.5,1.2,True,484,0,11,11
39.1,1,1.5,1.2,True,668,0,19,19
53.1,1,1.55,1.45,False,1411,0,43,43
53.1,1,1.55,1.45,False,1411,0,44,44
53.1,1,1.55,1.45,False,1411,0,43,43
53.1,1,1.55,1.45,False,1411,0,44,44
20.19,1,1.35,1.3,False,1411,0,36,36
23.15,1,1.4,1.15,True,484,0,12,12
15.8,1,1.3,1.3,False,1411,0,50,50
34.16,1,1.45,1.35,False,1411,0,32,32
17.6,1,1.35,1.15,True,377,0,7,7
23.1,1,1.4,1.15,True,377,0,3,3
23.1,1,1.4,1.15,True,1411,0,19,19
23.1,1,1.4,1.15,False,377,0,3,3
23.1,1,1.4,1.15,False,1411,0,19,19
44.5,1,1.5,1.45,False,1411,0,50,50
5.12,1,1.2,1.15,True,484,0,2,2
53.11,1,1.55,1.45,False,1411,0,33,33
9.18,1,1.25,1.2,True,486,0,10,10
1.11,1,1.1,1.1,True,484,0,10,10
34.2,1,1.45,1.35,False,1411,0,36,36
34.2,1,1.45,1.35,False,1411,0,49,49
34.2,1,1.45,1.35,False,1411,0,36,36
34.2,1,1.45,1.35,False,1411,0,49,49
47.8,1,1.55,1.15,False,1411,0,14,14
18.18,1,1.35,1.2,True,668,0,31,31
29.1,1,1.45,1.1,True,484,0,1,1
29.1,1,1.45,1.1,True,484,0,1,1
29.1,1,1.45,1.1,True,484,0,1,1
29.1,1,1.45,1.1,True,484,0,1,1
52.17,1,1.55,1.4,False,1411,0,52,52
31.8,1,1.45,1.2,True,484,0,9,9
14.7,1,1.3,1.25,True,668,0,14,14
22.7,1,1.4,1.1,True,377,0,1,1
5.15,1,1.2,1.15,True,377,0,4,4
44.2,1,1.5,1.45,False,1411,0,28,28
44.2,1,1.5,1.45,False,1411,0,45,45
44.2,1,1.5,1.45,False,1411,0,28,28
44.2,1,1.5,1.45,False,1411,0,45,45
17.7,1,1.35,1.15,True,377,0,2,2
23.6,1,1.4,1.15,True,377,0,1,1
43.13,1,1.5,1.4,False,1411,0,52,52
34.17,1,1.45,1.35,False,1411,0,29,29
24.12,1,1.4,1.2,True,484,0,11,11
42.9,1,1.5,1.35,False,1411,0,32,32
23.12,1,1.4,1.15,True,484,0,16,16
52.7,1,1.55,1.4,False,1411,0,45,45
18.4,1,1.35,1.2,True,486,0,11,11
11.12,1,1.3,1.1,True,484,0,10,10
46.15,1,1.55,1.1,True,518,0,13,13
2.13,1,1.15,1.1,True,487,0,6,6
15.7,1,1.3,1.3,False,1411,0,36,36
53.17,1,1.55,1.45,False,1411,0,47,47
14.2,1,1.3,1.25,False,1411,0,26,26
14.2,1,1.3,1.25,False,1411,0,39,39
14.2,1,1.3,1.25,False,1411,0,26,26
14.2,1,1.3,1.25,False,1411,0,39,39
37.11,1,1.5,1.1,True,484,0,9,9
5.1,1,1.2,1.15,True,377,0,6,6
5.1,1,1.2,1.15,True,377,0,2,2
5.1,1,1.2,1.15,True,377,0,6,6
5.1,1,1.2,1.15,True,377,0,2,2
34.11,1,1.45,1.35,False,1411,0,36,36
30.9,1,1.45,1.15,True,377,0,2,2
17.1,1,1.35,1.15,True,377,0,5,5
17.1,1,1.35,1.15,True,668,0,11,11
17.1,1,1.35,1.15,True,377,0,5,5
17.1,1,1.35,1.15,True,668,0,11,11
33.2,1,1.45,1.3,False,1411,0,40,40
33.2,1,1.45,1.3,False,1411,0,32,32
33.2,1,1.45,1.3,False,1411,0,40,40
33.2,1,1.45,1.3,False,1411,0,32,32
53.2,1,1.55,1.45,False,1411,0,34,34
53.2,1,1.55,1.45,False,1411,0,44,44
53.2,1,1.55,1.45,False,1411,0,34,34
53.2,1,1.55,1.45,False,1411,0,44,44
40.2,1,1.5,1.25,True,668,0,25,25
40.2,1,1.5,1.25,True,1411,0,22,22
40.2,1,1.5,1.25,False,668,0,25,25
40.2,1,1.5,1.25,False,1411,0,22,22
6.11,1,1.2,1.2,True,484,0,11,11
53.16,1,1.55,1.45,False,1411,0,38,38
50.2,1,1.55,1.3,False,1411,0,31,31
50.2,1,1.55,1.3,False,1411,0,31,31
50.2,1,1.55,1.3,False,1411,0,31,31
50.2,1,1.55,1.3,False,1411,0,31,31
2.14,1,1.15,1.1,True,484,0,10,10
45.4,1,1.5,1.5,False,1411,0,50,50
46.12,1,1.55,1.1,True,484,0,10,10
22.8,1,1.4,1.1,True,487,0,5,5
18.3,1,1.35,1.2,True,486,0,14,14
12.19,1,1.3,1.15,False,1411,0,27,27
34.1,1,1.45,1.35,False,1411,0,39,39
34.1,1,1.45,1.35,False,1411,0,20,20
34.1,1,1.45,1.35,False,1411,0,39,39
34.1,1,1.45,1.35,False,1411,0,20,20
30.8,1,1.45,1.15,True,377,0,8,8
5.6,1,1.2,1.15,True,486,0,10,10
33.17,1,1.45,1.3,False,1411,0,41,41
17.3,1,1.35,1.15,True,377,0,1,1
11.7,1,1.3,1.1,True,484,0,3,3
24.8,1,1.4,1.2,True,486,0,8,8
40.17,1,1.5,1.25,False,1411,0,22,22
13.8,1,1.3,1.2,True,484,0,9,9
10.8,1,1.25,1.25,False,1411,0,27,27
38.14,1,1.5,1.15,False,1411,0,22,22
44.16,1,1.5,1.45,False,1411,0,52,52
55.9,1,1.55,1.55,False,1411,0,52,52
27.6,1,1.4,1.35,False,1411,0,33,33
46.2,1,1.55,1.1,True,484,0,2,2
46.2,1,1.55,1.1,True,484,0,4,4
46.2,1,1.55,1.1,True,484,0,2,2
46.2,1,1.55,1.1,True,484,0,4,4
34.13,1,1.45,1.35,False,1411,0,40,40
7.8,1,1.25,1.1,True,484,0,1,1
42.17,1,1.5,1.35,False,1411,0,36,36
50.1,1,1.55,1.3,False,1411,0,27,27
50.1,1,1.55,1.3,False,1411,0,36,36
50.1,1,1.55,1.3,False,1411,0,27,27
50.1,1,1.55,1.3,False,1411,0,36,36
14.17,1,1.3,1.25,True,668,0,26,26
53.15,1,1.55,1.45,False,1411,0,53,53
41.8,1,1.5,1.3,False,1411,0,39,39
44.11,1,1.5,1.45,False,1411,0,45,45
55.8,1,1.55,1.55,False,1411,0,46,46
46.5,1,1.55,1.1,True,484,0,1,1
34.12,1,1.45,1.35,False,1411,0,50,50
26.8,1,1.4,1.3,False,1411,0,36,36
16.18,1,1.35,1.1,True,486,0,9,9
4.3,1,1.2,1.1,True,377,0,1,1
38.13,1,1.5,1.15,True,486,0,1,1
