run_id,path_id,fee_param,xsol_param,depeg_event,run_duration,sol_pool_activations,xsol_pool_activations,total_pool_activations
60.4,3,1.6,1.3,False,1000,0,14,14
81.4,4,1.6,1.3,False,1000,0,2,2
70.5,4,1.4,1.1,False,1000,0,2,2
97.3,5,1.5,1.3,False,1000,0,12,12
88.5,5,1.3,1.1,False,1000,0,1,1
29.2,2,1.4,1.2,False,1000,0,10,10
59.5,3,1.6,1.2,False,1000,0,3,3
3.4,1,1.2,1.2,False,1000,0,63,63
27.3,2,1.3,1.3,False,1000,0,24,24
77.5,4,1.5,1.4,False,1000,0,2,2
49.5,3,1.4,1.1,False,1000,0,0,0
68.3,4,1.3,1.2,False,1000,0,8,8
39.1,2,1.6,1.3,False,1000,0,27,27
74.5,4,1.5,1.1,False,1000,0,0,0
93.3,5,1.4,1.3,False,1000,0,8,8
9.5,1,1.4,1.3,False,1000,0,60,60
63.4,3,1.6,1.6,False,1000,0,23,23
73.5,4,1.4,1.4,False,1000,0,15,15
45.4,3,1.2,1.2,False,1000,0,0,0
50.3,3,1.4,1.2,False,1000,0,6,6
104.5,5,1.6,1.5,False,1000,0,15,15
42.4,2,1.6,1.6,False,1000,0,27,27
66.1,4,1.2,1.2,False,1000,0,0,0
79.3,4,1.6,1.1,False,1000,0,0,0
5.4,1,1.3,1.2,False,1000,0,64,64
43.3,3,1.1,1.1,True,295,0,5,5
6.4,1,1.3,1.3,False,1000,0,64,64
38.1,2,1.6,1.2,False,1000,0,21,21
69.3,4,1.3,1.3,False,1000,0,7,7
21.4,1,1.6,1.6,False,1000,0,73,73
92.3,5,1.4,1.2,False,1000,0,11,11
28.1,2,1.4,1.1,True,116,0,1,1
8.5,1,1.4,1.2,False,1000,0,54,54
87.4,5,1.2,1.2,False,1000,0,3,3
90.3,5,1.3,1.3,False,1000,0,13,13
36.4,2,1.5,1.5,False,1000,0,52,52
51.3,3,1.4,1.3,False,1000,0,13,13
35.4,2,1.5,1.4,False,1000,0,30,30
85.3,5,1.1,1.1,False,1000,0,10,10
105.5,5,1.6,1.6,False,1000,0,20,20
15.3,1,1.5,1.5,False,1000,0,55,55
7.4,1,1.4,1.1,True,829,0,20,20
56.3,3,1.5,1.4,False,1000,0,3,3
40.4,2,1.6,1.4,False,1000,0,21,21
103.5,5,1.6,1.4,False,1000,0,5,5
99.2,5,1.5,1.5,False,1000,0,28,28
24.3,2,1.2,1.2,False,1000,0,20,20
75.5,4,1.5,1.2,False,1000,0,0,0
91.3,5,1.4,1.1,False,1000,0,0,0
76.5,4,1.5,1.3,False,1000,0,5,5
61.4,3,1.6,1.4,False,1000,0,15,15
44.4,3,1.2,1.1,False,1000,0,0,0
62.4,3,1.6,1.5,False,1000,0,20,20
83.4,4,1.6,1.5,False,1000,0,5,5
65.1,4,1.2,1.1,False,1000,0,2,2
86.4,5,1.2,1.1,False,1000,0,0,0
30.4,2,1.4,1.3,False,1000,0,21,21
57.3,3,1.5,1.5,False,1000,0,21,21
41.4,2,1.6,1.5,False,1000,0,38,38
98.2,5,1.5,1.4,False,1000,0,29,29
67.2,4,1.3,1.1,False,1000,0,2,2
14.3,1,1.5,1.4,False,1000,0,60,60
23.3,2,1.2,1.1,True,142,0,4,4
19.5,1,1.6,1.4,False,1000,0,57,57
4.4,1,1.3,1.1,True,484,0,5,5
82.4,4,1.6,1.4,False,1000,0,7,7
29.1,2,1.4,1.2,False,1000,0,22,22
20.4,1,1.6,1.5,False,1000,0,65,65
22.4,2,1.1,1.1,True,142,0,7,7
84.4,4,1.6,1.6,False,1000,0,27,27
42.1,2,1.6,1.6,False,1000,0,58,58
66.4,4,1.2,1.2,False,1000,0,2,2
34.2,2,1.5,1.3,False,1000,0,15,15
10.5,1,1.4,1.4,False,1000,0,67,67
48.3,3,1.3,1.3,False,1000,0,11,11
16.2,1,1.6,1.1,True,484,0,4,4
32.2,2,1.5,1.1,True,976,0,8,8
12.5,1,1.5,1.2,False,1000,0,58,58
63.1,3,1.6,1.6,False,1000,0,23,23
45.1,3,1.2,1.2,False,1000,0,6,6
39.4,2,1.6,1.3,False,1000,0,26,26
47.2,3,1.3,1.2,False,1000,0,2,2
1.5,1,1.1,1.1,True,484,0,19,19
36.1,2,1.5,1.5,False,1000,0,48,48
100.3,5,1.6,1.1,False,1000,0,2,2
35.1,2,1.5,1.4,False,1000,0,28,28
13.5,1,1.5,1.3,False,1000,0,59,59
