day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
423,40.1,5970.2718009784785,239407.899219237,3274,0,0,7969,0.7925641763571164,143492.0,113726.61879383534,1,125681.28042540167,125681.28042540167,239407.899219237,0.0,1.9806815599369714
424,40.864,6240.009235438874,254991.73739697415,0,4209,18477,0,0.8243519251929227,161969.0,133519.45697157248,1,121472.28042540167,121472.28042540167,254991.73739697415,0.0,1.9411736262505126
425,38.265,6169.271756980323,236067.18378085204,0,3494,1087,0,0.7242229869213668,163056.0,118088.90335545038,1,117978.28042540167,117978.28042540167,236067.18378085206,0.0,1.9656661796244448
426,38.953,5587.205306111437,217638.4082889588,0,27895,6960,0,0.7502536694402713,170016.0,127555.12786355717,1,90083.28042540167,90083.28042540167,217638.40828895883,0.0,2.0369142683140304
427,38.523,5651.409235597756,217709.2379829324,4586,0,0,2870,0.7361226565848462,167146.0,123039.95755753071,1,94669.28042540167,94669.28042540167,217709.23798293236,0.0,2.3892992017044565
428,42.387,5522.76786110633,234093.56132871401,0,1040,0,5091,0.8667691888760751,162055.0,140464.28090331235,1,93629.28042540167,93629.28042540167,234093.56132871401,0.0,2.5303486219908673
429,39.321,5493.7174936251195,216018.4655668333,3205,0,0,5703,0.7622811677588494,156352.0,119184.18514143162,1,96834.28042540167,96834.28042540167,216018.46556683327,0.0,2.3193679806135323
430,38.805,5557.459228287644,215657.205353702,6576,0,0,5513,0.7441505507746693,150839.0,112246.92492830034,1,103410.28042540167,103410.28042540167,215657.205353702,0.0,2.201531383344696
431,39.948,5520.734604476208,220542.30597961557,1917,0,0,4304,0.786262842011901,146535.0,115215.0255542139,1,105327.28042540167,105327.28042540167,220542.30597961557,0.0,2.14687921102572
432,37.119,5564.5873188158685,206551.9166871262,0,815,3594,0,0.6796797171880485,150129.0,102039.63626172453,1,104512.28042540167,104512.28042540167,206551.9166871262,0.0,1.9455942179072063
433,33.874,5187.336571003366,175715.83900616804,0,16367,6414,0,0.5594025831929013,156543.0,87570.55858076634,1,88145.28042540167,88145.28042540167,175715.839006168,0.0,1.8035663375665387
434,30.62,5359.269782384526,164100.8407366142,1554,0,8217,0,0.45157538426324645,164760.0,74401.56031121248,1,89699.28042540167,89699.28042540167,164100.84073661413,0.0,1.8019824208120585
435,28.405,5553.833733890308,157756.64721115422,2857,0,7034,0,0.3795264490363606,171794.0,65200.366785752536,1,92556.28042540167,92556.28042540167,157756.6472111542,0.0,1.697115712040014
436,29.633,5993.419951108783,177603.01341120654,3701,0,22244,0,0.4192257855976916,194038.0,81345.73298580488,1,96257.28042540167,96257.28042540167,177603.01341120654,0.0,1.7781262846773187
437,34.708,5948.888720009868,206474.0296941025,282,0,0,3173,0.5759817109931146,190865.0,109934.7492687008,1,96539.28042540167,96539.28042540167,206474.02969410247,0.0,2.161079335960427
438,30.086,5856.068187477051,176185.66748843453,0,3323,1228,0,0.4319230115778965,192093.0,82969.38706303287,1,93216.28042540167,93216.28042540167,176185.66748843453,0.0,1.8539424081218203
439,30.667,5563.626130678756,170619.72254952544,0,5235,0,8303,0.44963513860451476,183790.0,82638.44212412377,1,87981.28042540167,87981.28042540167,170619.72254952544,0.0,1.9265737946825492
440,31.95,5880.8900033163745,187894.43560595816,0,709,22203,0,0.48847366260288694,205993.0,100622.1551805565,1,87272.28042540167,87272.28042540167,187894.43560595816,0.0,2.020405409147292
441,34.209,5876.871260372394,201041.88894607924,0,1046,1643,0,0.5529658080519639,207636.0,114815.60852067759,1,86226.28042540167,86226.28042540167,201041.88894607924,0.0,2.3051920397039853
442,35.265,5771.295948891283,203524.7516376511,0,2238,0,2548,0.5828545366488991,205088.0,119536.47121224941,1,83988.28042540167,83988.28042540167,203524.75163765106,0.0,2.403534792114014
443,36.247,5652.172740076141,204874.3053095399,179,0,0,7366,0.6104885894545788,197722.0,120707.02488413824,1,84167.28042540167,84167.28042540167,204874.3053095399,0.0,2.490730411432422
444,34.082,5481.359216623966,186815.684820978,6349,0,0,22185,0.5485988959340558,175537.0,96299.40439557635,1,90516.28042540167,90516.28042540167,186815.68482097803,0.0,2.288743919889529
445,38.15,5453.688357712517,208058.21084673252,1280,0,0,3457,0.67562721072368,172080.0,116261.93042133086,1,91796.28042540167,91796.28042540167,208058.21084673255,0.0,2.3102347238687515
446,41.896,5642.295118199794,236389.59627209857,10076,0,0,2737,0.7943482508677474,169343.0,134517.31584669696,1,101872.28042540167,101872.28042540167,236389.59627209863,0.0,2.4890739186366533
447,42.26,5546.839884650897,234409.4535253469,2384,0,0,7958,0.8064762716482029,161385.0,130153.17309994523,1,104256.28042540167,104256.28042540167,234409.45352534688,0.0,2.340611113243204
448,39.411,5766.712804542047,227271.9183398066,43,0,12169,0,0.7085554807979357,173554.0,122972.63791440494,1,104299.28042540167,104299.28042540167,227271.9183398066,0.0,2.0968185878297825
449,38.444,5751.2248033447595,221100.08633978595,1444,0,0,3015,0.6764247820990169,170539.0,115356.80591438424,1,105743.28042540167,105743.28042540167,221100.0863397859,0.0,2.1255708203699304
450,35.315,5582.831286155573,197157.68687058406,614,0,0,11492,0.5709029811639479,159047.0,90800.40644518242,1,106357.28042540167,106357.28042540167,197157.6868705841,0.0,1.9207320135429653
451,34.003,5531.589067518425,188090.623062829,0,3012,2419,0,0.524849458322045,161466.0,84745.34263742731,1,103345.28042540167,103345.28042540167,188090.62306282896,0.0,1.7848614731766825
452,33.749,5945.852239310273,200666.56722448242,5991,0,15480,0,0.5161477897159629,176946.0,91330.28679908077,1,109336.28042540167,109336.28042540167,200666.56722448242,0.0,1.8064259796985669
453,32.846,6091.079597944102,200067.60047407195,0,735,11332,0,0.485804608338044,188278.0,91466.32004867026,1,108601.28042540167,108601.28042540167,200067.60047407192,0.0,1.786209132892841
454,33.348,6056.485013665746,201971.6622357253,3059,0,0,8391,0.5020450716856893,179887.0,90311.3818103236,1,111660.28042540167,111660.28042540167,201971.66223572526,0.0,1.8703768651398809
455,33.397,6049.055722821487,202020.31397506918,313,0,0,1114,0.5036948171685183,178773.0,90047.03354966751,1,111973.28042540167,111973.28042540167,202020.31397506918,0.0,1.8114626725886382
456,36.706,6066.642279377193,222682.17150681926,4273,0,0,5892,0.615659853202015,172881.0,106435.89108141756,1,116246.28042540167,116246.28042540167,222682.17150681923,0.0,1.9829430603295555
457,35.411,5992.764925259325,212209.79876835796,0,1507,0,1945,0.5702164455875667,170936.0,97470.5183429563,1,114739.28042540167,114739.28042540167,212209.79876835796,0.0,1.848023601003606
458,37.037,5567.604746101958,206207.3769813782,0,1727,0,22352,0.6272216157592779,148584.0,93195.09655597655,1,113012.28042540167,113012.28042540167,206207.3769813782,0.0,1.9344206597245845
459,38.484,5932.725568119602,228315.0107635148,8103,0,8729,0,0.6814422860037831,157313.0,107199.73033811314,1,121115.28042540167,121115.28042540167,228315.0107635148,0.0,1.8959329043043354
460,38.134,6172.244404409826,235372.3681177643,4974,0,6225,0,0.6682427796130723,163538.0,109283.08769236262,1,126089.28042540167,126089.28042540167,235372.3681177643,0.0,1.8679604755076273
461,38.07,6145.5879407740385,233962.53290526764,0,1923,1364,0,0.6658272942709365,164902.0,109796.25247986596,1,124166.28042540167,124166.28042540167,233962.5329052676,0.0,1.863579074153746
462,36.69,5892.070082594828,216180.0513304042,1784,0,0,18043,0.6143972851851269,146859.0,90229.77090500256,1,125950.28042540167,125950.28042540167,216180.05133040424,0.0,1.815965017027851
463,33.448,5842.831335859979,195431.02252184457,1306,0,0,6097,0.4843263245509648,140762.0,68174.7420964429,1,127256.28042540167,127256.28042540167,195431.02252184457,0.0,1.5647282360705654
464,32.667,6154.263891219073,201041.33853445348,0,867,24431,0,0.45190812025359306,165193.0,74652.0581090518,1,126389.28042540167,126389.28042540167,201041.33853445348,0.0,1.4998691664607129
465,34.937,6333.813666634014,221284.44807119254,1222,0,9415,0,0.5364769520628543,174608.0,93673.16764579086,1,127611.28042540167,127611.28042540167,221284.44807119254,0.0,1.7011847590542009
466,37.132,6591.0563473420725,244739.10428950583,0,1597,18096,0,0.6160994263954259,192704.0,118724.82386410415,1,126014.28042540167,126014.28042540167,244739.1042895058,0.0,1.8429967028419456
467,37.367,6520.133238314765,243637.81871610778,0,14266,18611,0,0.6241371331458068,211315.0,131889.53829070614,1,111748.28042540167,111748.28042540167,243637.8187161078,0.0,1.9544451763697492
468,39.6,6657.169364425091,263623.9068312336,7241,0,0,2618,0.6930364423342547,208697.0,144634.62640583195,1,118989.28042540167,118989.28042540167,263623.90683123365,0.0,2.3105257213297885
469,38.557,6654.870634763503,256591.8470645764,1795,0,0,2855,0.659766066396434,205842.0,135807.56663917477,1,120784.28042540167,120784.28042540167,256591.84706457643,0.0,2.157173135819237
470,43.578,6608.869561023724,288001.31773029186,0,76,0,2346,0.8220949665098586,203496.0,167293.0373048902,1,120708.28042540167,120708.28042540167,288001.31773029186,0.0,2.401023970174963
471,44.89,7123.264655458323,319763.35038352414,7549,0,17974,0,0.864704338999063,221470.0,191506.06995812248,1,128257.28042540167,128257.28042540167,319763.35038352414,0.0,2.457761419090879
472,42.04,6960.122997097216,292603.57079796697,0,1608,0,6792,0.7730381798440703,214678.0,165954.29037256533,1,126649.28042540167,126649.28042540167,292603.570797967,0.0,2.3348541706343457
473,43.131,6642.333587527647,286490.48996365495,0,3654,0,12435,0.8084097325408209,202243.0,163495.20953825326,1,122995.28042540167,122995.28042540167,286490.4899636549,0.0,2.3703021760523986
474,40.539,6081.524267643302,246538.91228599183,0,14882,0,10857,0.7232798212021262,191386.0,138425.63186059013,1,108113.28042540167,108113.28042540167,246538.9122859918,0.0,2.189299950156229
475,39.99,6260.596305140557,250361.2462425709,8505,0,0,1904,0.7058346746243402,189482.0,133742.96581716923,1,116618.28042540167,116618.28042540167,250361.2462425709,0.0,2.2494938133975513
476,40.987,6386.931014312627,261781.14148363165,1448,0,5049,0,0.7387761388068226,194531.0,143714.86105823002,1,118066.28042540167,118066.28042540167,261781.14148363168,0.0,2.200367385136842
477,36.661,6523.423482364152,239155.2282869522,6827,0,0,3055,0.5967429226720345,191476.0,114261.94786155049,1,124893.28042540167,124893.28042540167,239155.22828695216,0.0,1.983218892575006
478,36.27,6477.3484228932075,234933.42729833667,0,2380,1215,0,0.5834218872336279,192691.0,112420.14687293499,1,122513.28042540167,122513.28042540167,234933.42729833664,0.0,1.894453960208619
479,40.259,6712.59629263642,270242.41414524964,3852,0,7831,0,0.717512959774229,200522.0,143877.13371984795,1,126365.28042540167,126365.28042540167,270242.41414524964,0.0,2.128516755504245
480,42.98,6741.604960487719,289754.1812017621,0,1686,3627,0,0.8086000949128357,204149.0,165074.9007763605,1,124679.28042540167,124679.28042540167,289754.18120176217,0.0,2.283122291869011
481,41.909,6563.001667530585,275048.8368845393,0,676,0,8806,0.7732325010834152,195343.0,151045.5564591376,1,124003.28042540167,124003.28042540167,275048.8368845392,0.0,2.266085602395869
482,43.837,6840.546382904907,299869.0317874024,7256,0,5860,0,0.8380081378607712,201203.0,168609.75136200074,1,131259.28042540167,131259.28042540167,299869.0317874024,0.0,2.320118492934671
483,42.416,6595.964486290034,279774.42965047807,909,0,0,14288,0.7896966494132435,186915.0,147606.1492250764,1,132168.28042540167,132168.28042540167,279774.42965047807,0.0,2.2104998171325043
484,41.749,6141.83079415094,256415.29382500763,0,2596,0,21358,0.7661591681391058,165557.0,126843.01339960593,1,129572.28042540167,129572.28042540167,256415.2938250076,0.0,2.0835174706956225
485,39.733,6127.0727154942,243446.98020473102,0,585,0,2,0.691369634135661,165555.0,114459.69977932936,1,128987.28042540167,128987.28042540167,243446.98020473102,0.0,1.883376306589711
486,38.56,5805.860930423989,223873.99747714904,0,20580,12646,0,0.6479577390236156,178201.0,115466.71705174733,1,108407.28042540167,108407.28042540167,223873.997477149,0.0,1.8316528818211235
487,38.804,5360.394296816799,208004.7402936791,0,22095,7332,0,0.6559073580887359,185533.0,121692.45986827744,1,86312.28042540167,86312.28042540167,208004.74029367912,0.0,2.078187245912896
488,40.573,5401.999290204595,219175.31720147104,2873,0,0,1676,0.7070170663943683,183857.0,129990.03677606938,1,89185.28042540167,89185.28042540167,219175.31720147104,0.0,2.5197721197126612
489,40.055,5259.729513395892,210678.46565907248,0,4865,0,1205,0.6917974357448636,182652.0,126358.18523367083,1,84320.28042540167,84320.28042540167,210678.4656590725,0.0,2.426152393500988
490,40.594,5461.371913565628,221698.93145928314,4680,0,4956,0,0.7073187232627686,187608.0,132698.6510338815,1,89000.28042540167,89000.28042540167,221698.93145928317,0.0,2.53217207995043
491,42.23,5136.766671393823,216925.65653296115,0,4266,0,12507,0.7549435817474458,175101.0,132191.3761075595,1,84734.28042540167,84734.28042540167,216925.65653296118,0.0,2.591382126073066
492,40.353,5182.690497808033,209137.10965804756,0,686,3628,0,0.6998798697057886,178729.0,125088.82923264589,1,84048.28042540167,84048.28042540167,209137.10965804756,0.0,2.4462820059378863
493,42.462,5115.443932616247,217211.9802667511,0,16,0,3731,0.7610355537854687,174998.0,133179.69984134944,1,84032.28042540167,84032.28042540167,217211.9802667511,0.0,2.618345108360056
494,42.757,5038.735249994596,215441.20308401895,4857,0,0,10572,0.7696588292521698,164426.0,126551.92265861727,1,88889.28042540167,88889.28042540167,215441.20308401895,0.0,2.602821619497034
495,45.439,4911.650876808597,223180.50419130584,0,4743,0,1211,0.8518470959526037,163215.0,139034.2237659042,1,84146.28042540167,84146.28042540167,223180.50419130587,0.0,2.5757334284717257
496,46.569,4642.1416810730525,216179.89594589098,481,0,0,14711,0.885852337448751,148504.0,131552.61552048931,1,84627.28042540167,84627.28042540167,216179.89594589098,0.0,2.7182505100136485
497,44.876,4378.746819315448,196500.64226360005,0,4811,0,8415,0.8329302217747173,140089.0,116684.36183819837,1,79816.28042540167,79816.28042540167,196500.64226360002,0.0,2.461626428648709
498,43.71,4323.412984628972,188976.38155813236,0,1114,0,1638,0.7964846850707519,138451.0,110274.10113273066,1,78702.28042540167,78702.28042540167,188976.38155813233,0.0,2.3979446605653454
499,43.127,4354.288165441949,187787.38571101494,2541,0,0,1554,0.7782793288794736,136897.0,106544.1052856133,1,81243.28042540167,81243.28042540167,187787.38571101497,0.0,2.3691287060586093
500,40.519,4185.545381955735,169594.11333146444,0,5690,0,1650,0.6953265721684233,135247.0,94040.83290606274,1,75553.28042540167,75553.28042540167,169594.1133314644,0.0,2.1716430116031966
501,39.495,4221.322765166739,166721.14261026037,0,4567,9011,0,0.663636416592901,144258.0,95734.8621848587,1,70986.28042540167,70986.28042540167,166721.14261026037,0.0,2.1879674043215167
502,35.844,4622.032676523821,165672.13925731982,1364,0,23346,0,0.5567997114145138,167604.0,93321.85883191817,1,72350.28042540167,72350.28042540167,165672.13925731985,0.0,2.1315258707440643
503,35.28,4460.461531787774,157365.08284147267,0,3368,0,4309,0.5412462256411464,163295.0,88382.802416071,1,68982.28042540167,68982.28042540167,157365.08284147267,0.0,2.253831109830907
504,36.458,4451.460193758652,162291.33574405292,3293,0,0,6315,0.5734237184268778,156980.0,90016.05531865127,1,72275.28042540167,72275.28042540167,162291.33574405295,0.0,2.3574098380493163
505,35.45,4264.106807507648,151162.58632614615,1301,0,0,14578,0.5448400015501501,142402.0,77586.30590074448,1,73576.28042540167,73576.28042540167,151162.58632614615,0.0,2.1833780919275796
506,35.657,4230.995013113682,150864.58918259456,0,747,0,787,0.5510384405408528,141615.0,78035.30875719288,1,72829.28042540167,72829.28042540167,150864.58918259456,0.0,2.0664982730332166
507,34.896,4143.168012671242,144579.99097017566,0,3535,890,0,0.5283022388321391,142505.0,75285.71054477399,1,69294.28042540167,69294.28042540167,144579.99097017566,0.0,2.0272725628375006
508,35.29,4156.363893887827,146678.0818153014,694,0,0,423,0.5397573330182552,142082.0,76689.80138989975,1,69988.28042540167,69988.28042540167,146678.0818153014,0.0,2.1100211773549216
509,31.756,4480.390077158745,142279.2672902531,1708,0,19666,0,0.43637625729438034,161748.0,70582.98686485144,1,71696.28042540167,71696.28042540167,142279.2672902531,0.0,1.8858799074937311
510,31.523,4569.256509985147,144036.6729642618,2285,0,1201,0,0.42992219982239926,162949.0,70055.39253886013,1,73981.28042540167,73981.28042540167,144036.6729642618,0.0,1.9699116267157992
511,30.33,4570.186059068276,138613.74317154082,1869,0,0,4643,0.39646926045847375,158306.0,62763.46274613914,1,75850.28042540167,75850.28042540167,138613.74317154082,0.0,1.87325157324887
512,32.42,4580.244255615879,148491.51876706682,1374,0,0,2294,0.45680613248766216,156012.0,71267.23834166514,1,77224.28042540167,77224.28042540167,148491.51876706682,0.0,1.953393332285876
513,31.443,4733.057595664967,148821.52998049356,2809,0,4662,0,0.42812309119765435,160674.0,68788.24955509191,1,80033.28042540167,80033.28042540167,148821.5299804936,0.0,1.8649137206069477
514,31.507,5036.338936964092,158679.93088692764,4665,0,11373,0,0.4300083724884827,172047.0,73981.65046152599,1,84698.28042540167,84698.28042540167,158679.93088692764,0.0,1.8632804362631838
515,31.603,5300.955750487008,167526.10458264092,82,0,19132,0,0.4328185844535187,191179.0,82745.82415723924,1,84780.28042540167,84780.28042540167,167526.10458264092,0.0,1.8791812375111911
516,31.257,5194.664135318013,162369.61687763513,0,1530,0,4235,0.4232247970099789,186944.0,79119.33645223349,1,83250.28042540167,83250.28042540167,162369.61687763516,0.0,1.9543692597096929
517,31.12,4977.132594847096,154888.36635164163,0,5906,0,2059,0.41941794048321895,184885.0,77544.08592623993,1,77344.28042540167,77344.28042540167,154888.3663516416,0.0,1.9418306709003088
